+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                ;
+--------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                            ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:17:two_one_MUX_i|g_and2                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:17:two_one_MUX_i|g_and1                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:17:two_one_MUX_i|g_invg1                            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:17:two_one_MUX_i                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:16:two_one_MUX_i|g_or1                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:16:two_one_MUX_i|g_and2                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:16:two_one_MUX_i|g_and1                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:16:two_one_MUX_i|g_invg1                            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:16:two_one_MUX_i                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:15:two_one_MUX_i|g_or1                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:15:two_one_MUX_i|g_and2                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:15:two_one_MUX_i|g_and1                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:15:two_one_MUX_i|g_invg1                            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:15:two_one_MUX_i                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:14:two_one_MUX_i|g_or1                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:14:two_one_MUX_i|g_and2                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:14:two_one_MUX_i|g_and1                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:14:two_one_MUX_i|g_invg1                            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:14:two_one_MUX_i                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:13:two_one_MUX_i|g_or1                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:13:two_one_MUX_i|g_and2                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:13:two_one_MUX_i|g_and1                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:13:two_one_MUX_i|g_invg1                            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:13:two_one_MUX_i                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:12:two_one_MUX_i|g_or1                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:12:two_one_MUX_i|g_and2                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:12:two_one_MUX_i|g_and1                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:12:two_one_MUX_i|g_invg1                            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:12:two_one_MUX_i                                    ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:11:two_one_MUX_i|g_or1                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:11:two_one_MUX_i|g_and2                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:11:two_one_MUX_i|g_and1                             ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|N_bit_2_1_MUX1|\G1:11:two_one_MUX_i|g_invg1                            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
